series_id,area_code,area_name,area_type,occupation_code,occupation_title,datatype_code,metric,year,period,value,footnote_codes,ingested_at
OEUM001698000000015125208,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151252,Software Developers,08,hourly_median_wage,2025,A01,64.6,,2026-08-25 13:40:00.180732
OEUM001698000000015125401,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151254,Web Developers,01,employment,2025,A01,2790.0,,2026-08-25 13:40:00.180732
OEUM001698000000015125404,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151254,Web Developers,04,annual_mean_wage,2025,A01,101800.0,,2026-08-25 13:40:00.180732
OEUM001698000000015125413,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151254,Web Developers,13,annual_median_wage,2025,A01,96870.0,,2026-08-25 13:40:00.180732
OEUM001698000000015125403,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151254,Web Developers,03,hourly_mean_wage,2025,A01,48.94,,2026-08-25 13:40:00.180732
OEUM001698000000015125408,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151254,Web Developers,08,hourly_median_wage,2025,A01,46.57,,2026-08-25 13:40:00.180732
OEUM001698000000015121101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151211,Computer Systems Analysts,01,employment,2025,A01,14660.0,,2026-08-25 13:40:00.180732
OEUM001698000000015121104,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151211,Computer Systems Analysts,04,annual_mean_wage,2025,A01,107270.0,,2026-08-25 13:40:00.180732
OEUM001698000000015121113,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151211,Computer Systems Analysts,13,annual_median_wage,2025,A01,103490.0,,2026-08-25 13:40:00.180732
OEUM001698000000015121103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151211,Computer Systems Analysts,03,hourly_mean_wage,2025,A01,51.57,,2026-08-25 13:40:00.180732
OEUM001698000000015121108,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,151211,Computer Systems Analysts,08,hourly_median_wage,2025,A01,49.76,,2026-08-25 13:40:00.180732
OEUM001698000000011202101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,112021,Marketing Managers,01,employment,2025,A01,17400.0,,2026-08-25 13:40:00.180732
OEUM001698000000011202104,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,112021,Marketing Managers,04,annual_mean_wage,2025,A01,173020.0,,2026-08-25 13:40:00.180732
OEUM001698000000011202113,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,112021,Marketing Managers,13,annual_median_wage,2025,A01,165340.0,,2026-08-25 13:40:00.180732
OEUM001698000000011202103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,112021,Marketing Managers,03,hourly_mean_wage,2025,A01,83.19,,2026-08-25 13:40:00.180732
OEUM001698000000011202108,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,112021,Marketing Managers,08,hourly_median_wage,2025,A01,79.49,,2026-08-25 13:40:00.180732
OEUM001698000000013111101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,131111,Management Analysts,01,employment,2025,A01,37510.0,,2026-08-25 13:40:00.180732
OEUM001698000000013111104,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,131111,Management Analysts,04,annual_mean_wage,2025,A01,116590.0,,2026-08-25 13:40:00.180732
OEUM001698000000013111113,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,131111,Management Analysts,13,annual_median_wage,2025,A01,105090.0,,2026-08-25 13:40:00.180732
OEUM001698000000013111103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,131111,Management Analysts,03,hourly_mean_wage,2025,A01,56.05,,2026-08-25 13:40:00.180732
OEUM001698000000013111108,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,131111,Management Analysts,08,hourly_median_wage,2025,A01,50.53,,2026-08-25 13:40:00.180732
OEUM001698000000029206101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,292061,Licensed Practical and Licensed Vocational Nurses,01,employment,2025,A01,11420.0,,2026-08-25 13:40:00.180732
OEUM001698000000029206104,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,292061,Licensed Practical and Licensed Vocational Nurses,04,annual_mean_wage,2025,A01,77430.0,,2026-08-25 13:40:00.180732
OEUM001698000000029206113,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,292061,Licensed Practical and Licensed Vocational Nurses,13,annual_median_wage,2025,A01,78070.0,,2026-08-25 13:40:00.180732
OEUM001698000000029206103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,292061,Licensed Practical and Licensed Vocational Nurses,03,hourly_mean_wage,2025,A01,37.22,,2026-08-25 13:40:00.180732
OEUM001698000000029206108,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,292061,Licensed Practical and Licensed Vocational Nurses,08,hourly_median_wage,2025,A01,37.54,,2026-08-25 13:40:00.180732
OEUM001698000000025119401,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,251194,"Career/Technical Education Teachers, Postsecondary",01,employment,2025,A01,3160.0,,2026-08-25 13:40:00.180732
OEUM001698000000025119404,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,251194,"Career/Technical Education Teachers, Postsecondary",04,annual_mean_wage,2025,A01,75800.0,,2026-08-25 13:40:00.180732
OEUM001698000000025119413,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,251194,"Career/Technical Education Teachers, Postsecondary",13,annual_median_wage,2025,A01,63100.0,,2026-08-25 13:40:00.180732
OEUM001698000000025119403,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,251194,"Career/Technical Education Teachers, Postsecondary",03,hourly_mean_wage,2025,A01,36.44,,2026-08-25 13:40:00.180732
OEUM001698000000025119408,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,251194,"Career/Technical Education Teachers, Postsecondary",08,hourly_median_wage,2025,A01,30.34,,2026-08-25 13:40:00.180732
OEUM001698000000041302101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,413021,Insurance Sales Agents,01,employment,2025,A01,11870.0,,2026-08-25 13:40:00.180732
OEUM001698000000041302104,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,413021,Insurance Sales Agents,04,annual_mean_wage,2025,A01,87860.0,,2026-08-25 13:40:00.180732
OEUM001698000000041302113,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,413021,Insurance Sales Agents,13,annual_median_wage,2025,A01,69240.0,,2026-08-25 13:40:00.180732
OEUM001698000000041302103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,413021,Insurance Sales Agents,03,hourly_mean_wage,2025,A01,42.24,,2026-08-25 13:40:00.180732
OEUM001698000000041302108,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,413021,Insurance Sales Agents,08,hourly_median_wage,2025,A01,33.29,,2026-08-25 13:40:00.180732
OEUM001698000000043601401,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,436014,Secretaries and Administrative Assistants,01,employment,2025,A01,50190.0,,2026-08-25 13:40:00.180732
OEUM001698000000043601404,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,436014,Secretaries and Administrative Assistants,04,annual_mean_wage,2025,A01,54630.0,,2026-08-25 13:40:00.180732
OEUM001698000000043601413,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,436014,Secretaries and Administrative Assistants,13,annual_median_wage,2025,A01,50440.0,,2026-08-25 13:40:00.180732
OEUM001698000000043601403,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,436014,Secretaries and Administrative Assistants,03,hourly_mean_wage,2025,A01,26.26,,2026-08-25 13:40:00.180732
OEUM001698000000043601408,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M,436014,Secretaries and Administrative Assistants,08,hourly_median_wage,2025,A01,24.25,,2026-08-25 13:40:00.180732
OEUM001910000000000000001,19100,"Dallas-Fort Worth-Arlington, TX",M,000000,All occupations,01,employment,2025,A01,4049800.0,,2026-08-25 13:40:00.180732
OEUM001910000000000000004,19100,"Dallas-Fort Worth-Arlington, TX",M,000000,All occupations,04,annual_mean_wage,2025,A01,70630.0,,2026-08-25 13:40:00.180732
OEUM001910000000000000013,19100,"Dallas-Fort Worth-Arlington, TX",M,000000,All occupations,13,annual_median_wage,2025,A01,51440.0,,2026-08-25 13:40:00.180732
OEUM001910000000000000003,19100,"Dallas-Fort Worth-Arlington, TX",M,000000,All occupations,03,hourly_mean_wage,2025,A01,33.96,,2026-08-25 13:40:00.180732
OEUM001910000000000000008,19100,"Dallas-Fort Worth-Arlington, TX",M,000000,All occupations,08,hourly_median_wage,2025,A01,24.73,,2026-08-25 13:40:00.180732
OEUM001910000000015125201,19100,"Dallas-Fort Worth-Arlington, TX",M,151252,Software Developers,01,employment,2025,A01,67030.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125204,19100,"Dallas-Fort Worth-Arlington, TX",M,151252,Software Developers,04,annual_mean_wage,2025,A01,138810.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125213,19100,"Dallas-Fort Worth-Arlington, TX",M,151252,Software Developers,13,annual_median_wage,2025,A01,133290.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125203,19100,"Dallas-Fort Worth-Arlington, TX",M,151252,Software Developers,03,hourly_mean_wage,2025,A01,66.74,,2026-08-25 13:40:00.180732
OEUM001910000000015125208,19100,"Dallas-Fort Worth-Arlington, TX",M,151252,Software Developers,08,hourly_median_wage,2025,A01,64.08,,2026-08-25 13:40:00.180732
OEUM001910000000015125401,19100,"Dallas-Fort Worth-Arlington, TX",M,151254,Web Developers,01,employment,2025,A01,1660.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125404,19100,"Dallas-Fort Worth-Arlington, TX",M,151254,Web Developers,04,annual_mean_wage,2025,A01,101890.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125413,19100,"Dallas-Fort Worth-Arlington, TX",M,151254,Web Developers,13,annual_median_wage,2025,A01,96740.0,,2026-08-25 13:40:00.180732
OEUM001910000000015125403,19100,"Dallas-Fort Worth-Arlington, TX",M,151254,Web Developers,03,hourly_mean_wage,2025,A01,48.99,,2026-08-25 13:40:00.180732
OEUM001910000000015125408,19100,"Dallas-Fort Worth-Arlington, TX",M,151254,Web Developers,08,hourly_median_wage,2025,A01,46.51,,2026-08-25 13:40:00.180732
OEUM001910000000015121101,19100,"Dallas-Fort Worth-Arlington, TX",M,151211,Computer Systems Analysts,01,employment,2025,A01,20000.0,,2026-08-25 13:40:00.180732
OEUM001910000000015121104,19100,"Dallas-Fort Worth-Arlington, TX",M,151211,Computer Systems Analysts,04,annual_mean_wage,2025,A01,121900.0,,2026-08-25 13:40:00.180732
OEUM001910000000015121113,19100,"Dallas-Fort Worth-Arlington, TX",M,151211,Computer Systems Analysts,13,annual_median_wage,2025,A01,122520.0,,2026-08-25 13:40:00.180732
OEUM001910000000015121103,19100,"Dallas-Fort Worth-Arlington, TX",M,151211,Computer Systems Analysts,03,hourly_mean_wage,2025,A01,58.61,,2026-08-25 13:40:00.180732
OEUM001910000000015121108,19100,"Dallas-Fort Worth-Arlington, TX",M,151211,Computer Systems Analysts,08,hourly_median_wage,2025,A01,58.9,,2026-08-25 13:40:00.180732
OEUM001910000000011202101,19100,"Dallas-Fort Worth-Arlington, TX",M,112021,Marketing Managers,01,employment,2025,A01,16320.0,,2026-08-25 13:40:00.180732
OEUM001910000000011202104,19100,"Dallas-Fort Worth-Arlington, TX",M,112021,Marketing Managers,04,annual_mean_wage,2025,A01,164130.0,,2026-08-25 13:40:00.180732
OEUM001910000000011202113,19100,"Dallas-Fort Worth-Arlington, TX",M,112021,Marketing Managers,13,annual_median_wage,2025,A01,155460.0,,2026-08-25 13:40:00.180732
OEUM001910000000011202103,19100,"Dallas-Fort Worth-Arlington, TX",M,112021,Marketing Managers,03,hourly_mean_wage,2025,A01,78.91,,2026-08-25 13:40:00.180732
OEUM001910000000011202108,19100,"Dallas-Fort Worth-Arlington, TX",M,112021,Marketing Managers,08,hourly_median_wage,2025,A01,74.74,,2026-08-25 13:40:00.180732
OEUM001910000000013111101,19100,"Dallas-Fort Worth-Arlington, TX",M,131111,Management Analysts,01,employment,2025,A01,18010.0,,2026-08-25 13:40:00.180732
OEUM001910000000013111104,19100,"Dallas-Fort Worth-Arlington, TX",M,131111,Management Analysts,04,annual_mean_wage,2025,A01,112240.0,,2026-08-25 13:40:00.180732
OEUM001910000000013111113,19100,"Dallas-Fort Worth-Arlington, TX",M,131111,Management Analysts,13,annual_median_wage,2025,A01,102860.0,,2026-08-25 13:40:00.180732
OEUM001910000000013111103,19100,"Dallas-Fort Worth-Arlington, TX",M,131111,Management Analysts,03,hourly_mean_wage,2025,A01,53.96,,2026-08-25 13:40:00.180732
OEUM001910000000013111108,19100,"Dallas-Fort Worth-Arlington, TX",M,131111,Management Analysts,08,hourly_median_wage,2025,A01,49.45,,2026-08-25 13:40:00.180732
OEUM001910000000029206101,19100,"Dallas-Fort Worth-Arlington, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,01,employment,2025,A01,12590.0,,2026-08-25 13:40:00.180732
OEUM001910000000029206104,19100,"Dallas-Fort Worth-Arlington, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,04,annual_mean_wage,2025,A01,66110.0,,2026-08-25 13:40:00.180732
OEUM001910000000029206113,19100,"Dallas-Fort Worth-Arlington, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,13,annual_median_wage,2025,A01,64370.0,,2026-08-25 13:40:00.180732
OEUM001910000000029206103,19100,"Dallas-Fort Worth-Arlington, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,03,hourly_mean_wage,2025,A01,31.78,,2026-08-25 13:40:00.180732
OEUM001910000000029206108,19100,"Dallas-Fort Worth-Arlington, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,08,hourly_median_wage,2025,A01,30.95,,2026-08-25 13:40:00.180732
OEUM001910000000025119401,19100,"Dallas-Fort Worth-Arlington, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",01,employment,2025,A01,3110.0,,2026-08-25 13:40:00.180732
OEUM001910000000025119404,19100,"Dallas-Fort Worth-Arlington, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",04,annual_mean_wage,2025,A01,70420.0,,2026-08-25 13:40:00.180732
OEUM001910000000025119413,19100,"Dallas-Fort Worth-Arlington, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",13,annual_median_wage,2025,A01,61360.0,,2026-08-25 13:40:00.180732
OEUM001910000000025119403,19100,"Dallas-Fort Worth-Arlington, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",03,hourly_mean_wage,2025,A01,33.86,,2026-08-25 13:40:00.180732
OEUM001910000000025119408,19100,"Dallas-Fort Worth-Arlington, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",08,hourly_median_wage,2025,A01,29.5,,2026-08-25 13:40:00.180732
OEUM001910000000041302101,19100,"Dallas-Fort Worth-Arlington, TX",M,413021,Insurance Sales Agents,01,employment,2025,A01,15800.0,,2026-08-25 13:40:00.180732
OEUM001910000000041302104,19100,"Dallas-Fort Worth-Arlington, TX",M,413021,Insurance Sales Agents,04,annual_mean_wage,2025,A01,76750.0,,2026-08-25 13:40:00.180732
OEUM001910000000041302113,19100,"Dallas-Fort Worth-Arlington, TX",M,413021,Insurance Sales Agents,13,annual_median_wage,2025,A01,59510.0,,2026-08-25 13:40:00.180732
OEUM001910000000041302103,19100,"Dallas-Fort Worth-Arlington, TX",M,413021,Insurance Sales Agents,03,hourly_mean_wage,2025,A01,36.9,,2026-08-25 13:40:00.180732
OEUM001910000000041302108,19100,"Dallas-Fort Worth-Arlington, TX",M,413021,Insurance Sales Agents,08,hourly_median_wage,2025,A01,28.61,,2026-08-25 13:40:00.180732
OEUM001910000000043601401,19100,"Dallas-Fort Worth-Arlington, TX",M,436014,Secretaries and Administrative Assistants,01,employment,2025,A01,37550.0,,2026-08-25 13:40:00.180732
OEUM001910000000043601404,19100,"Dallas-Fort Worth-Arlington, TX",M,436014,Secretaries and Administrative Assistants,04,annual_mean_wage,2025,A01,48260.0,,2026-08-25 13:40:00.180732
OEUM001910000000043601413,19100,"Dallas-Fort Worth-Arlington, TX",M,436014,Secretaries and Administrative Assistants,13,annual_median_wage,2025,A01,47450.0,,2026-08-25 13:40:00.180732
OEUM001910000000043601403,19100,"Dallas-Fort Worth-Arlington, TX",M,436014,Secretaries and Administrative Assistants,03,hourly_mean_wage,2025,A01,23.2,,2026-08-25 13:40:00.180732
OEUM001910000000043601408,19100,"Dallas-Fort Worth-Arlington, TX",M,436014,Secretaries and Administrative Assistants,08,hourly_median_wage,2025,A01,22.81,,2026-08-25 13:40:00.180732
OEUM002642000000000000001,26420,"Houston-The Woodlands-Sugar Land, TX",M,000000,All occupations,01,employment,2025,A01,3289720.0,,2026-08-25 13:40:00.180732
OEUM002642000000000000004,26420,"Houston-The Woodlands-Sugar Land, TX",M,000000,All occupations,04,annual_mean_wage,2025,A01,67610.0,,2026-08-25 13:40:00.180732
OEUM002642000000000000013,26420,"Houston-The Woodlands-Sugar Land, TX",M,000000,All occupations,13,annual_median_wage,2025,A01,49410.0,,2026-08-25 13:40:00.180732
OEUM002642000000000000003,26420,"Houston-The Woodlands-Sugar Land, TX",M,000000,All occupations,03,hourly_mean_wage,2025,A01,32.51,,2026-08-25 13:40:00.180732
OEUM002642000000000000008,26420,"Houston-The Woodlands-Sugar Land, TX",M,000000,All occupations,08,hourly_median_wage,2025,A01,23.76,,2026-08-25 13:40:00.180732
OEUM002642000000015125201,26420,"Houston-The Woodlands-Sugar Land, TX",M,151252,Software Developers,01,employment,2025,A01,22940.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125204,26420,"Houston-The Woodlands-Sugar Land, TX",M,151252,Software Developers,04,annual_mean_wage,2025,A01,133130.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125213,26420,"Houston-The Woodlands-Sugar Land, TX",M,151252,Software Developers,13,annual_median_wage,2025,A01,129440.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125203,26420,"Houston-The Woodlands-Sugar Land, TX",M,151252,Software Developers,03,hourly_mean_wage,2025,A01,64.01,,2026-08-25 13:40:00.180732
OEUM002642000000015125208,26420,"Houston-The Woodlands-Sugar Land, TX",M,151252,Software Developers,08,hourly_median_wage,2025,A01,62.23,,2026-08-25 13:40:00.180732
OEUM002642000000015125401,26420,"Houston-The Woodlands-Sugar Land, TX",M,151254,Web Developers,01,employment,2025,A01,1060.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125404,26420,"Houston-The Woodlands-Sugar Land, TX",M,151254,Web Developers,04,annual_mean_wage,2025,A01,94200.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125413,26420,"Houston-The Woodlands-Sugar Land, TX",M,151254,Web Developers,13,annual_median_wage,2025,A01,89040.0,,2026-08-25 13:40:00.180732
OEUM002642000000015125403,26420,"Houston-The Woodlands-Sugar Land, TX",M,151254,Web Developers,03,hourly_mean_wage,2025,A01,45.29,,2026-08-25 13:40:00.180732
OEUM002642000000015125408,26420,"Houston-The Woodlands-Sugar Land, TX",M,151254,Web Developers,08,hourly_median_wage,2025,A01,42.81,,2026-08-25 13:40:00.180732
OEUM002642000000015121101,26420,"Houston-The Woodlands-Sugar Land, TX",M,151211,Computer Systems Analysts,01,employment,2025,A01,8510.0,,2026-08-25 13:40:00.180732
OEUM002642000000015121104,26420,"Houston-The Woodlands-Sugar Land, TX",M,151211,Computer Systems Analysts,04,annual_mean_wage,2025,A01,119050.0,,2026-08-25 13:40:00.180732
OEUM002642000000015121113,26420,"Houston-The Woodlands-Sugar Land, TX",M,151211,Computer Systems Analysts,13,annual_median_wage,2025,A01,113440.0,,2026-08-25 13:40:00.180732
OEUM002642000000015121103,26420,"Houston-The Woodlands-Sugar Land, TX",M,151211,Computer Systems Analysts,03,hourly_mean_wage,2025,A01,57.23,,2026-08-25 13:40:00.180732
OEUM002642000000015121108,26420,"Houston-The Woodlands-Sugar Land, TX",M,151211,Computer Systems Analysts,08,hourly_median_wage,2025,A01,54.54,,2026-08-25 13:40:00.180732
OEUM002642000000011202101,26420,"Houston-The Woodlands-Sugar Land, TX",M,112021,Marketing Managers,01,employment,2025,A01,8930.0,,2026-08-25 13:40:00.180732
OEUM002642000000011202104,26420,"Houston-The Woodlands-Sugar Land, TX",M,112021,Marketing Managers,04,annual_mean_wage,2025,A01,161610.0,,2026-08-25 13:40:00.180732
OEUM002642000000011202113,26420,"Houston-The Woodlands-Sugar Land, TX",M,112021,Marketing Managers,13,annual_median_wage,2025,A01,153030.0,,2026-08-25 13:40:00.180732
OEUM002642000000011202103,26420,"Houston-The Woodlands-Sugar Land, TX",M,112021,Marketing Managers,03,hourly_mean_wage,2025,A01,77.7,,2026-08-25 13:40:00.180732
OEUM002642000000011202108,26420,"Houston-The Woodlands-Sugar Land, TX",M,112021,Marketing Managers,08,hourly_median_wage,2025,A01,73.57,,2026-08-25 13:40:00.180732
OEUM002642000000013111101,26420,"Houston-The Woodlands-Sugar Land, TX",M,131111,Management Analysts,01,employment,2025,A01,9050.0,,2026-08-25 13:40:00.180732
OEUM002642000000013111104,26420,"Houston-The Woodlands-Sugar Land, TX",M,131111,Management Analysts,04,annual_mean_wage,2025,A01,112520.0,,2026-08-25 13:40:00.180732
OEUM002642000000013111113,26420,"Houston-The Woodlands-Sugar Land, TX",M,131111,Management Analysts,13,annual_median_wage,2025,A01,101120.0,,2026-08-25 13:40:00.180732
OEUM002642000000013111103,26420,"Houston-The Woodlands-Sugar Land, TX",M,131111,Management Analysts,03,hourly_mean_wage,2025,A01,54.09,,2026-08-25 13:40:00.180732
OEUM002642000000013111108,26420,"Houston-The Woodlands-Sugar Land, TX",M,131111,Management Analysts,08,hourly_median_wage,2025,A01,48.62,,2026-08-25 13:40:00.180732
OEUM002642000000029206101,26420,"Houston-The Woodlands-Sugar Land, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,01,employment,2025,A01,10730.0,,2026-08-25 13:40:00.180732
OEUM002642000000029206104,26420,"Houston-The Woodlands-Sugar Land, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,04,annual_mean_wage,2025,A01,65290.0,,2026-08-25 13:40:00.180732
OEUM002642000000029206113,26420,"Houston-The Woodlands-Sugar Land, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,13,annual_median_wage,2025,A01,63670.0,,2026-08-25 13:40:00.180732
OEUM002642000000029206103,26420,"Houston-The Woodlands-Sugar Land, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,03,hourly_mean_wage,2025,A01,31.39,,2026-08-25 13:40:00.180732
OEUM002642000000029206108,26420,"Houston-The Woodlands-Sugar Land, TX",M,292061,Licensed Practical and Licensed Vocational Nurses,08,hourly_median_wage,2025,A01,30.61,,2026-08-25 13:40:00.180732
OEUM002642000000025119401,26420,"Houston-The Woodlands-Sugar Land, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",01,employment,2025,A01,2440.0,,2026-08-25 13:40:00.180732
OEUM002642000000025119404,26420,"Houston-The Woodlands-Sugar Land, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",04,annual_mean_wage,2025,A01,74770.0,,2026-08-25 13:40:00.180732
OEUM002642000000025119413,26420,"Houston-The Woodlands-Sugar Land, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",13,annual_median_wage,2025,A01,74570.0,,2026-08-25 13:40:00.180732
OEUM002642000000025119403,26420,"Houston-The Woodlands-Sugar Land, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",03,hourly_mean_wage,2025,A01,35.95,,2026-08-25 13:40:00.180732
OEUM002642000000025119408,26420,"Houston-The Woodlands-Sugar Land, TX",M,251194,"Career/Technical Education Teachers, Postsecondary",08,hourly_median_wage,2025,A01,35.85,,2026-08-25 13:40:00.180732
OEUM002642000000041302101,26420,"Houston-The Woodlands-Sugar Land, TX",M,413021,Insurance Sales Agents,01,employment,2025,A01,8000.0,,2026-08-25 13:40:00.180732
OEUM002642000000041302104,26420,"Houston-The Woodlands-Sugar Land, TX",M,413021,Insurance Sales Agents,04,annual_mean_wage,2025,A01,70050.0,,2026-08-25 13:40:00.180732
OEUM002642000000041302113,26420,"Houston-The Woodlands-Sugar Land, TX",M,413021,Insurance Sales Agents,13,annual_median_wage,2025,A01,46460.0,,2026-08-25 13:40:00.180732
OEUM002642000000041302103,26420,"Houston-The Woodlands-Sugar Land, TX",M,413021,Insurance Sales Agents,03,hourly_mean_wage,2025,A01,33.68,,2026-08-25 13:40:00.180732
OEUM002642000000041302108,26420,"Houston-The Woodlands-Sugar Land, TX",M,413021,Insurance Sales Agents,08,hourly_median_wage,2025,A01,22.34,,2026-08-25 13:40:00.180732
OEUM002642000000043601401,26420,"Houston-The Woodlands-Sugar Land, TX",M,436014,Secretaries and Administrative Assistants,01,employment,2025,A01,33710.0,,2026-08-25 13:40:00.180732
OEUM002642000000043601404,26420,"Houston-The Woodlands-Sugar Land, TX",M,436014,Secretaries and Administrative Assistants,04,annual_mean_wage,2025,A01,47460.0,,2026-08-25 13:40:00.180732
OEUM002642000000043601413,26420,"Houston-The Woodlands-Sugar Land, TX",M,436014,Secretaries and Administrative Assistants,13,annual_median_wage,2025,A01,46750.0,,2026-08-25 13:40:00.180732
OEUM002642000000043601403,26420,"Houston-The Woodlands-Sugar Land, TX",M,436014,Secretaries and Administrative Assistants,03,hourly_mean_wage,2025,A01,22.82,,2026-08-25 13:40:00.180732
OEUM002642000000043601408,26420,"Houston-The Woodlands-Sugar Land, TX",M,436014,Secretaries and Administrative Assistants,08,hourly_median_wage,2025,A01,22.48,,2026-08-25 13:40:00.180732
OEUM004790000000000000001,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,000000,All occupations,01,employment,2025,A01,3136190.0,,2026-08-25 13:40:00.180732
OEUM004790000000000000004,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,000000,All occupations,04,annual_mean_wage,2025,A01,91930.0,,2026-08-25 13:40:00.180732
OEUM004790000000000000013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,000000,All occupations,13,annual_median_wage,2025,A01,71060.0,,2026-08-25 13:40:00.180732
OEUM004790000000000000003,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,000000,All occupations,03,hourly_mean_wage,2025,A01,44.2,,2026-08-25 13:40:00.180732
OEUM004790000000000000008,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,000000,All occupations,08,hourly_median_wage,2025,A01,34.16,,2026-08-25 13:40:00.180732
OEUM004790000000015125201,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151252,Software Developers,01,employment,2025,A01,69060.0,,2026-08-25 13:40:00.180732
OEUM004790000000015125204,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151252,Software Developers,04,annual_mean_wage,2025,A01,153100.0,,2026-08-25 13:40:00.180732
OEUM004790000000015125213,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151252,Software Developers,13,annual_median_wage,2025,A01,154930.0,,2026-08-25 13:40:00.180732
OEUM004790000000015125203,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151252,Software Developers,03,hourly_mean_wage,2025,A01,73.61,,2026-08-25 13:40:00.180732
OEUM004790000000015125208,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151252,Software Developers,08,hourly_median_wage,2025,A01,74.49,,2026-08-25 13:40:00.180732
OEUM004790000000015125401,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",M,151254,Web Developers,01,employment,2025,A01,3840.0,,2026-08-25 13:40:00.180732
