area,area_title,occ_code,occ_title,o_group,tot_emp,a_mean,a_median,a_pct10,a_pct25,a_pct75,a_pct90,year
99,U.S.,53-6061,Passenger Attendants,detailed,28200.0,29420.0,26570.0,19480.0,22900.0,34490.0,40800.0,2019
99,U.S.,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",detailed,34940.0,42940.0,37000.0,22710.0,27830.0,58620.0,74380.0,2019
99,U.S.,53-7011,Conveyor Operators and Tenders,detailed,24050.0,36150.0,34660.0,24990.0,28840.0,41570.0,49890.0,2019
99,U.S.,53-7021,Crane and Tower Operators,detailed,45480.0,60530.0,56690.0,32250.0,41680.0,73060.0,91840.0,2019
99,U.S.,53-7031,Dredge Operators,detailed,1550.0,51340.0,47040.0,32170.0,38090.0,65590.0,77940.0,2019
99,U.S.,53-7041,Hoist and Winch Operators,detailed,4800.0,62690.0,59720.0,30680.0,39500.0,80240.0,101550.0,2019
99,U.S.,53-7051,Industrial Truck and Tractor Operators,detailed,629270.0,37930.0,36200.0,26090.0,30050.0,44350.0,53270.0,2019
99,U.S.,53-7061,Cleaners of Vehicles and Equipment,detailed,382670.0,27940.0,25800.0,19150.0,22360.0,31210.0,39010.0,2019
99,U.S.,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2953170.0,32130.0,29510.0,21410.0,24570.0,37150.0,47140.0,2019
99,U.S.,53-7063,Machine Feeders and Offbearers,detailed,63280.0,33010.0,31180.0,22610.0,26060.0,38600.0,47610.0,2019
99,U.S.,53-7064,"Packers and Packagers, Hand",detailed,633640.0,27680.0,25910.0,19510.0,22800.0,31120.0,38320.0,2019
99,U.S.,53-7065,Stockers and Order Fillers,detailed,2135850.0,29660.0,27380.0,20520.0,23480.0,33910.0,42080.0,2019
99,U.S.,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,3440.0,62710.0,66160.0,37790.0,49940.0,76460.0,83130.0,2019
99,U.S.,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,10000.0,49120.0,45040.0,29000.0,35190.0,59720.0,77860.0,2019
99,U.S.,53-7073,Wellhead Pumpers,detailed,12970.0,55080.0,55040.0,33300.0,40500.0,67930.0,80280.0,2019
99,U.S.,53-7081,Refuse and Recyclable Material Collectors,detailed,121330.0,41400.0,37840.0,22780.0,28880.0,50240.0,67370.0,2019
99,U.S.,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,11620.0,47580.0,42360.0,28090.0,33760.0,60800.0,76050.0,2019
99,U.S.,53-7199,"Material Moving Workers, All Other",detailed,28240.0,36530.0,31770.0,23620.0,26170.0,43730.0,57960.0,2019
99,U.S.,11-1011,Chief Executives,detailed,202360.0,197840.0,185950.0,62780.0,114530.0,,,2020
99,U.S.,11-1021,General and Operations Managers,detailed,2347420.0,125740.0,103650.0,45850.0,67450.0,161190.0,,2020
99,U.S.,11-1031,Legislators,detailed,51290.0,53560.0,33200.0,18120.0,19790.0,83780.0,105100.0,2020
99,U.S.,11-2011,Advertising and Promotions Managers,detailed,22490.0,147560.0,133460.0,68940.0,91910.0,181800.0,,2020
99,U.S.,11-2021,Marketing Managers,detailed,270200.0,154470.0,142170.0,74620.0,101690.0,191760.0,,2020
99,U.S.,11-2022,Sales Managers,detailed,390170.0,147580.0,132290.0,63170.0,89720.0,185200.0,,2020
99,U.S.,11-2030,Public Relations and Fundraising Managers,detailed,81110.0,135580.0,118430.0,66740.0,86440.0,165340.0,,2020
99,U.S.,11-3010,Administrative Services and Facilities Managers,detailed,307620.0,108120.0,98890.0,56080.0,73650.0,130930.0,169930.0,2020
99,U.S.,11-3021,Computer and Information Systems Managers,detailed,457290.0,161730.0,151150.0,90430.0,116990.0,191470.0,,2020
99,U.S.,11-3031,Financial Managers,detailed,653080.0,151510.0,134180.0,70830.0,95770.0,186030.0,,2020
99,U.S.,11-3051,Industrial Production Managers,detailed,179570.0,118190.0,108790.0,67100.0,84990.0,141290.0,181220.0,2020
99,U.S.,11-3061,Purchasing Managers,detailed,70960.0,132660.0,125940.0,74570.0,96400.0,158160.0,197630.0,2020
99,U.S.,11-3071,"Transportation, Storage, and Distribution Managers",detailed,132210.0,105100.0,96390.0,56970.0,73700.0,126560.0,164140.0,2020
99,U.S.,11-3111,Compensation and Benefits Managers,detailed,16340.0,137160.0,125130.0,70920.0,93510.0,168500.0,,2020
99,U.S.,11-3121,Human Resources Managers,detailed,156600.0,134580.0,121220.0,71180.0,91730.0,162720.0,,2020
99,U.S.,11-3131,Training and Development Managers,detailed,38710.0,125920.0,115640.0,66270.0,86820.0,155120.0,200210.0,2020
99,U.S.,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,5670.0,76810.0,68090.0,35090.0,42850.0,96980.0,130760.0,2020
99,U.S.,11-9021,Construction Managers,detailed,285640.0,107260.0,97180.0,56880.0,73460.0,128860.0,169070.0,2020
99,U.S.,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,46410.0,54940.0,49160.0,31380.0,38000.0,63520.0,86040.0,2020
99,U.S.,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,262480.0,103010.0,98490.0,65150.0,78560.0,124380.0,152500.0,2020
99,U.S.,11-9033,"Education Administrators, Postsecondary",detailed,140880.0,115200.0,97500.0,56310.0,72030.0,139220.0,199400.0,2020
99,U.S.,11-9039,"Education Administrators, All Other",detailed,43580.0,93830.0,87580.0,47710.0,63090.0,117670.0,146820.0,2020
99,U.S.,11-9041,Architectural and Engineering Managers,detailed,195900.0,158100.0,149530.0,95310.0,119310.0,185270.0,,2020
99,U.S.,11-9051,Food Service Managers,detailed,197010.0,61000.0,56590.0,33880.0,43580.0,73330.0,94770.0,2020
99,U.S.,11-9071,Gambling Managers,detailed,3240.0,85440.0,75470.0,46540.0,58640.0,99350.0,139680.0,2020
99,U.S.,11-9081,Lodging Managers,detailed,31790.0,65270.0,56670.0,32980.0,42430.0,76660.0,108060.0,2020
99,U.S.,11-9111,Medical and Health Services Managers,detailed,402540.0,118800.0,104280.0,59980.0,78820.0,139650.0,195630.0,2020
99,U.S.,11-9121,Natural Sciences Managers,detailed,75870.0,154930.0,137940.0,71400.0,101750.0,190000.0,,2020
99,U.S.,11-9131,Postmasters and Mail Superintendents,detailed,13880.0,79660.0,78060.0,66360.0,71690.0,88040.0,96350.0,2020
99,U.S.,11-9141,"Property, Real Estate, and Community Association Managers",detailed,219800.0,73210.0,59660.0,31330.0,42330.0,86320.0,134570.0,2020
99,U.S.,11-9151,Social and Community Service Managers,detailed,155800.0,75140.0,69600.0,42230.0,53880.0,90630.0,115800.0,2020
99,U.S.,11-9161,Emergency Management Directors,detailed,10210.0,84310.0,76250.0,42230.0,55660.0,104880.0,142870.0,2020
99,U.S.,11-9171,Funeral Home Managers,detailed,10010.0,91530.0,74200.0,42990.0,55400.0,106260.0,156940.0,2020
99,U.S.,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,469160.0,123980.0,116350.0,56330.0,81410.0,153670.0,197270.0,2020
99,U.S.,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,16240.0,98070.0,75420.0,35840.0,53130.0,122010.0,190500.0,2020
99,U.S.,13-1020,Buyers and Purchasing Agents,detailed,419920.0,72370.0,66690.0,39810.0,50840.0,88600.0,112170.0,2020
99,U.S.,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,287150.0,70650.0,68270.0,41950.0,52160.0,85820.0,103610.0,2020
99,U.S.,13-1032,"Insurance Appraisers, Auto Damage",detailed,13220.0,68540.0,65550.0,46410.0,55680.0,80030.0,95630.0,2020
99,U.S.,13-1041,Compliance Officers,detailed,327360.0,75620.0,71100.0,40160.0,52670.0,95330.0,115220.0,2020
99,U.S.,13-1051,Cost Estimators,detailed,199360.0,72960.0,66610.0,40380.0,51980.0,88460.0,114360.0,2020
99,U.S.,13-1071,Human Resources Specialists,detailed,647810.0,69430.0,63490.0,37710.0,48190.0,83940.0,109350.0,2020
99,U.S.,13-1074,Farm Labor Contractors,detailed,,50300.0,47780.0,36440.0,43260.0,52280.0,71620.0,2020
99,U.S.,13-1075,Labor Relations Specialists,detailed,70050.0,74870.0,73240.0,19520.0,46440.0,99940.0,128600.0,2020
99,U.S.,13-1081,Logisticians,detailed,184230.0,79830.0,76270.0,44190.0,57810.0,98400.0,122580.0,2020
99,U.S.,13-1111,Management Analysts,detailed,734000.0,97580.0,87660.0,50990.0,66080.0,116710.0,156840.0,2020
99,U.S.,13-1121,"Meeting, Convention, and Event Planners",detailed,109800.0,55890.0,51560.0,29240.0,38460.0,67250.0,88360.0,2020
99,U.S.,13-1131,Fundraisers,detailed,82140.0,64550.0,59610.0,34320.0,45170.0,78990.0,103320.0,2020
99,U.S.,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,87870.0,72610.0,67190.0,41490.0,52010.0,86590.0,111930.0,2020
99,U.S.,13-1151,Training and Development Specialists,detailed,318040.0,67440.0,62700.0,33900.0,45870.0,83510.0,107060.0,2020
99,U.S.,13-1161,Market Research Analysts and Marketing Specialists,detailed,690160.0,73970.0,65810.0,35380.0,48040.0,93030.0,127410.0,2020
99,U.S.,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,1444420.0,84290.0,77420.0,42180.0,56790.0,104410.0,135220.0,2020
99,U.S.,13-2011,Accountants and Auditors,detailed,1274620.0,81660.0,73560.0,45220.0,57110.0,97530.0,128680.0,2020
99,U.S.,13-2020,Property Appraisers and Assessors,detailed,55990.0,65630.0,58650.0,32990.0,43400.0,80790.0,107090.0,2020
99,U.S.,13-2031,Budget Analysts,detailed,49260.0,82690.0,78970.0,51220.0,62540.0,100060.0,121360.0,2020
99,U.S.,13-2041,Credit Analysts,detailed,72090.0,86170.0,74970.0,44250.0,56120.0,103840.0,146690.0,2020
99,U.S.,13-2052,Personal Financial Advisors,detailed,218050.0,122490.0,89330.0,44100.0,59450.0,157020.0,,2020
99,U.S.,13-2053,Insurance Underwriters,detailed,101790.0,80390.0,71790.0,43210.0,54850.0,97820.0,129550.0,2020
99,U.S.,13-2061,Financial Examiners,detailed,68210.0,92730.0,81430.0,43890.0,59050.0,113170.0,159120.0,2020
99,U.S.,13-2071,Credit Counselors,detailed,30770.0,49940.0,46170.0,32160.0,37640.0,57220.0,74410.0,2020
99,U.S.,13-2072,Loan Officers,detailed,308700.0,76930.0,63960.0,33650.0,45540.0,93490.0,133850.0,2020
99,U.S.,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,53150.0,62040.0,55640.0,33180.0,42040.0,77540.0,105430.0,2020
99,U.S.,13-2082,Tax Preparers,detailed,62600.0,52710.0,44300.0,22090.0,29310.0,65960.0,93540.0,2020
99,U.S.,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,460250.0,96630.0,83660.0,48760.0,63670.0,112460.0,159560.0,2020
99,U.S.,15-1211,Computer Systems Analysts,detailed,574450.0,99020.0,93730.0,56510.0,72030.0,120890.0,152060.0,2020
99,U.S.,15-1212,Information Security Analysts,detailed,138000.0,107580.0,103590.0,60060.0,78440.0,132890.0,163300.0,2020
99,U.S.,15-1221,Computer and Information Research Scientists,detailed,30220.0,130890.0,126830.0,72210.0,95340.0,157720.0,194430.0,2020
99,U.S.,15-1231,Computer Network Support Specialists,detailed,184220.0,71040.0,65450.0,40620.0,50730.0,85930.0,110450.0,2020
99,U.S.,15-1232,Computer User Support Specialists,detailed,634820.0,57000.0,52690.0,32830.0,40730.0,68500.0,88940.0,2020
99,U.S.,15-1241,Computer Network Architects,detailed,159350.0,119230.0,116780.0,67190.0,88120.0,147480.0,175570.0,2020
99,U.S.,15-1244,Network and Computer Systems Administrators,detailed,339560.0,89460.0,84810.0,52830.0,66340.0,107610.0,134970.0,2020
99,U.S.,15-1245,Database Administrators and Architects,detailed,133630.0,101090.0,98860.0,54070.0,71900.0,126890.0,155660.0,2020
99,U.S.,15-1251,Computer Programmers,detailed,178140.0,95640.0,89190.0,51440.0,67370.0,116220.0,146050.0,2020
99,U.S.,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,1476800.0,114270.0,110140.0,65210.0,84020.0,140470.0,170100.0,2020
99,U.S.,15-1257,Web Developers and Digital Interface Designers,detailed,156220.0,85490.0,77200.0,40750.0,55390.0,107620.0,146430.0,2020
99,U.S.,15-1299,"Computer Occupations, All Other",detailed,362580.0,96740.0,92870.0,45760.0,65630.0,122360.0,152730.0,2020
99,U.S.,15-2011,Actuaries,detailed,22480.0,123180.0,111030.0,66030.0,83550.0,151060.0,196010.0,2020
99,U.S.,15-2021,Mathematicians,detailed,2460.0,112530.0,110860.0,61130.0,79280.0,134680.0,170150.0,2020
99,U.S.,15-2031,Operations Research Analysts,detailed,96220.0,92280.0,86200.0,48050.0,63070.0,115080.0,144330.0,2020
99,U.S.,15-2041,Statisticians,detailed,38860.0,97170.0,92270.0,52700.0,68810.0,121800.0,150840.0,2020
99,U.S.,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,59680.0,103930.0,98230.0,52950.0,71790.0,130370.0,165230.0,2020
99,U.S.,17-1011,"Architects, Except Landscape and Naval",detailed,103900.0,89470.0,82320.0,49950.0,63420.0,106680.0,136310.0,2020
99,U.S.,17-1012,Landscape Architects,detailed,20730.0,75440.0,70630.0,42500.0,54790.0,92670.0,115660.0,2020
99,U.S.,17-1021,Cartographers and Photogrammetrists,detailed,12600.0,72420.0,68380.0,42980.0,54110.0,88620.0,108890.0,2020
99,U.S.,17-1022,Surveyors,detailed,43710.0,70260.0,65590.0,37690.0,49250.0,87480.0,109010.0,2020
99,U.S.,17-2011,Aerospace Engineers,detailed,60630.0,121110.0,118610.0,72770.0,91480.0,148570.0,171220.0,2020
99,U.S.,17-2021,Agricultural Engineers,detailed,1440.0,101620.0,84410.0,51160.0,62700.0,106000.0,166620.0,2020
99,U.S.,17-2031,Bioengineers and Biomedical Engineers,detailed,18660.0,98340.0,92620.0,56590.0,71830.0,118930.0,149440.0,2020
99,U.S.,17-2041,Chemical Engineers,detailed,25770.0,114820.0,108540.0,68430.0,84890.0,136360.0,168960.0,2020
99,U.S.,17-2051,Civil Engineers,detailed,300850.0,95440.0,88570.0,56160.0,69100.0,115110.0,144810.0,2020
99,U.S.,17-2061,Computer Hardware Engineers,detailed,64710.0,126140.0,119560.0,70100.0,90310.0,153450.0,192110.0,2020
99,U.S.,17-2071,Electrical Engineers,detailed,185220.0,105990.0,100830.0,64870.0,79010.0,128680.0,159520.0,2020
99,U.S.,17-2072,"Electronics Engineers, Except Computer",detailed,122320.0,112320.0,107540.0,69210.0,84400.0,135290.0,167410.0,2020
99,U.S.,17-2081,Environmental Engineers,detailed,50260.0,96890.0,92120.0,55450.0,70260.0,118960.0,144670.0,2020
99,U.S.,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,23780.0,97330.0,94240.0,55390.0,71460.0,120890.0,144800.0,2020
99,U.S.,17-2112,Industrial Engineers,detailed,290190.0,93610.0,88950.0,57950.0,71630.0,111360.0,136930.0,2020
99,U.S.,17-2121,Marine Engineers and Naval Architects,detailed,8700.0,99590.0,95440.0,62610.0,76750.0,118790.0,148580.0,2020
99,U.S.,17-2131,Materials Engineers,detailed,24740.0,100550.0,95640.0,57970.0,73950.0,123590.0,154340.0,2020
99,U.S.,17-2141,Mechanical Engineers,detailed,293960.0,95560.0,90160.0,58410.0,71880.0,114380.0,141060.0,2020
99,U.S.,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,6270.0,100140.0,93800.0,57040.0,71990.0,121670.0,156270.0,2020
99,U.S.,17-2161,Nuclear Engineers,detailed,15700.0,125130.0,116140.0,74800.0,92440.0,143000.0,185550.0,2020
99,U.S.,17-2171,Petroleum Engineers,detailed,27850.0,154330.0,137330.0,78620.0,108130.0,189030.0,,2020
99,U.S.,17-2199,"Engineers, All Other",detailed,152380.0,107060.0,103380.0,55360.0,75380.0,134480.0,166050.0,2020
99,U.S.,17-3011,Architectural and Civil Drafters,detailed,99180.0,59120.0,57500.0,36590.0,45770.0,70170.0,83740.0,2020
99,U.S.,17-3012,Electrical and Electronics Drafters,detailed,23020.0,65720.0,62100.0,37020.0,47980.0,79740.0,101130.0,2020
99,U.S.,17-3013,Mechanical Drafters,detailed,51620.0,61490.0,58270.0,37100.0,46150.0,73700.0,92410.0,2020
99,U.S.,17-3019,"Drafters, All Other",detailed,13850.0,56530.0,54500.0,34100.0,41570.0,67300.0,83170.0,2020
99,U.S.,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,11900.0,70680.0,68570.0,43400.0,53790.0,84580.0,103450.0,2020
99,U.S.,17-3022,Civil Engineering Technologists and Technicians,detailed,67270.0,56590.0,54080.0,34230.0,40850.0,68350.0,82960.0,2020
99,U.S.,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,115270.0,68310.0,67550.0,40170.0,52520.0,81430.0,99810.0,2020
99,U.S.,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,13160.0,62800.0,59800.0,37350.0,46640.0,76270.0,95340.0,2020
99,U.S.,17-3025,Environmental Engineering Technologists and Technicians,detailed,17070.0,56570.0,51630.0,32850.0,39330.0,67100.0,87730.0,2020
99,U.S.,17-3026,Industrial Engineering Technologists and Technicians,detailed,62980.0,59920.0,57320.0,36550.0,45040.0,71990.0,86900.0,2020
99,U.S.,17-3027,Mechanical Engineering Technologists and Technicians,detailed,39880.0,60880.0,58230.0,36200.0,45430.0,73800.0,91320.0,2020
99,U.S.,17-3031,Surveying and Mapping Technicians,detailed,53370.0,49770.0,46200.0,29110.0,35760.0,60430.0,77480.0,2020
99,U.S.,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,92100.0,67640.0,64190.0,37200.0,48430.0,82910.0,102790.0,2020
99,U.S.,19-1011,Animal Scientists,detailed,2680.0,74540.0,63490.0,40720.0,50260.0,87080.0,125250.0,2020
99,U.S.,19-1012,Food Scientists and Technologists,detailed,13080.0,80190.0,73450.0,41240.0,54300.0,99870.0,130430.0,2020
99,U.S.,19-1013,Soil and Plant Scientists,detailed,13950.0,73040.0,66120.0,39650.0,51420.0,87560.0,117450.0,2020
99,U.S.,19-1021,Biochemists and Biophysicists,detailed,32010.0,104810.0,94270.0,52640.0,67710.0,127980.0,169860.0,2020
99,U.S.,19-1022,Microbiologists,detailed,19710.0,91840.0,84400.0,45690.0,58800.0,119770.0,156360.0,2020
99,U.S.,19-1023,Zoologists and Wildlife Biologists,detailed,17200.0,70510.0,66350.0,41720.0,52630.0,82670.0,106320.0,2020
99,U.S.,19-1029,"Biological Scientists, All Other",detailed,41680.0,89910.0,85290.0,49060.0,64720.0,105140.0,137030.0,2020
99,U.S.,19-1031,Conservation Scientists,detailed,22020.0,69020.0,64020.0,39230.0,49930.0,82740.0,100350.0,2020
99,U.S.,19-1032,Foresters,detailed,9360.0,66000.0,63980.0,42500.0,51890.0,77010.0,93060.0,2020
99,U.S.,19-1041,Epidemiologists,detailed,7500.0,83620.0,74560.0,49140.0,59380.0,97270.0,126040.0,2020
99,U.S.,19-1042,"Medical Scientists, Except Epidemiologists",detailed,126110.0,101800.0,91510.0,50240.0,63400.0,126270.0,164650.0,2020
99,U.S.,19-1099,"Life Scientists, All Other",detailed,6540.0,92170.0,82000.0,41840.0,57440.0,111380.0,154850.0,2020
99,U.S.,19-2011,Astronomers,detailed,1910.0,126250.0,119730.0,62410.0,79930.0,166710.0,189690.0,2020
99,U.S.,19-2012,Physicists,detailed,16160.0,137700.0,129850.0,67450.0,95020.0,170810.0,,2020
99,U.S.,19-2021,Atmospheric and Space Scientists,detailed,10210.0,100550.0,99740.0,52350.0,72570.0,123930.0,153150.0,2020
99,U.S.,19-2031,Chemists,detailed,82940.0,86410.0,79300.0,44970.0,58070.0,108390.0,139650.0,2020
99,U.S.,19-2032,Materials Scientists,detailed,6930.0,104450.0,99460.0,54810.0,73130.0,130890.0,165290.0,2020
99,U.S.,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,84610.0,80090.0,73230.0,42960.0,55210.0,98120.0,129450.0,2020
99,U.S.,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,27890.0,112110.0,93580.0,51890.0,66500.0,136020.0,201150.0,2020
99,U.S.,19-2043,Hydrologists,detailed,6170.0,90150.0,84040.0,52900.0,65080.0,106620.0,130030.0,2020
99,U.S.,19-2099,"Physical Scientists, All Other",detailed,19050.0,110100.0,107210.0,49800.0,72310.0,140140.0,170800.0,2020
99,U.S.,19-3011,Economists,detailed,17520.0,120880.0,108350.0,59220.0,79860.0,151210.0,198230.0,2020
99,U.S.,19-3022,Survey Researchers,detailed,10350.0,66960.0,59870.0,33970.0,44680.0,81830.0,110910.0,2020
99,U.S.,19-3031,"Clinical, Counseling, and School Psychologists",detailed,111320.0,89290.0,79820.0,46410.0,60750.0,104860.0,138550.0,2020
99,U.S.,19-3032,Industrial-Organizational Psychologists,detailed,780.0,112690.0,96270.0,57440.0,69780.0,137930.0,192800.0,2020
99,U.S.,19-3039,"Psychologists, All Other",detailed,14960.0,100130.0,105780.0,44500.0,76730.0,119460.0,133470.0,2020
99,U.S.,19-3041,Sociologists,detailed,2470.0,93420.0,86110.0,52640.0,65680.0,111910.0,143020.0,2020
99,U.S.,19-3051,Urban and Regional Planners,detailed,38190.0,79410.0,75950.0,46830.0,59130.0,96380.0,118280.0,2020
99,U.S.,19-3091,Anthropologists and Archeologists,detailed,7180.0,69960.0,66130.0,40800.0,51170.0,84560.0,102770.0,2020
99,U.S.,19-3092,Geographers,detailed,1450.0,85620.0,85430.0,53630.0,66130.0,102660.0,117100.0,2020
99,U.S.,19-3093,Historians,detailed,2770.0,68400.0,63100.0,29540.0,40920.0,90130.0,116340.0,2020
99,U.S.,19-3094,Political Scientists,detailed,6010.0,124100.0,125350.0,62840.0,90780.0,157710.0,170800.0,2020
99,U.S.,19-3099,"Social Scientists and Related Workers, All Other",detailed,34570.0,91280.0,87260.0,54550.0,68760.0,110010.0,133440.0,2020
99,U.S.,19-4010,Agricultural and Food Science Technicians,detailed,21940.0,45920.0,41970.0,28650.0,34550.0,53250.0,66620.0,2020
99,U.S.,19-4021,Biological Technicians,detailed,80640.0,49490.0,46340.0,30440.0,36280.0,60130.0,74600.0,2020
99,U.S.,19-4031,Chemical Technicians,detailed,63490.0,53700.0,49820.0,31720.0,38380.0,64700.0,81260.0,2020
99,U.S.,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,31860.0,50960.0,46850.0,29280.0,35900.0,60960.0,80530.0,2020
99,U.S.,19-4045,Geological and Hydrologic Technicians,detailed,15580.0,61130.0,50630.0,28210.0,35450.0,76650.0,109300.0,2020
99,U.S.,19-4051,Nuclear Technicians,detailed,6160.0,83810.0,84190.0,53570.0,65650.0,100260.0,116680.0,2020
99,U.S.,19-4061,Social Science Research Assistants,detailed,35330.0,53560.0,49210.0,31090.0,39250.0,62420.0,81280.0,2020
99,U.S.,19-4071,Forest and Conservation Technicians,detailed,30150.0,42780.0,38940.0,27970.0,31510.0,51240.0,60910.0,2020
99,U.S.,19-4092,Forensic Science Technicians,detailed,16640.0,64890.0,60590.0,36630.0,46460.0,79330.0,100910.0,2020
99,U.S.,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,62080.0,56830.0,52460.0,30800.0,39140.0,66720.0,86050.0,2020
99,U.S.,19-5011,Occupational Health and Safety Specialists,detailed,95960.0,78110.0,76340.0,44710.0,58820.0,95190.0,112850.0,2020
99,U.S.,19-5012,Occupational Health and Safety Technicians,detailed,20950.0,57870.0,53340.0,33330.0,41600.0,71320.0,89780.0,2020
99,U.S.,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,292230.0,62320.0,58120.0,35620.0,45080.0,75920.0,97910.0,2020
99,U.S.,21-1013,Marriage and Family Therapists,detailed,60850.0,56890.0,51340.0,33140.0,39130.0,68020.0,92930.0,2020
99,U.S.,21-1015,Rehabilitation Counselors,detailed,100260.0,42080.0,37530.0,25660.0,29800.0,50040.0,66180.0,2020
99,U.S.,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,293620.0,51550.0,47660.0,30590.0,36950.0,61760.0,78700.0,2020
99,U.S.,21-1019,"Counselors, All Other",detailed,27310.0,50800.0,45760.0,29120.0,35190.0,61700.0,79030.0,2020
99,U.S.,21-1021,"Child, Family, and School Social Workers",detailed,328120.0,52370.0,48430.0,32300.0,38350.0,62080.0,80290.0,2020
99,U.S.,21-1022,Healthcare Social Workers,detailed,176110.0,60470.0,57630.0,36110.0,45280.0,72120.0,87150.0,2020
99,U.S.,21-1023,Mental Health and Substance Abuse Social Workers,detailed,116780.0,54540.0,48720.0,30770.0,37220.0,65210.0,87420.0,2020
99,U.S.,21-1029,"Social Workers, All Other",detailed,60390.0,64940.0,64210.0,36070.0,45130.0,83200.0,96140.0,2020
99,U.S.,21-1091,Health Education Specialists,detailed,57920.0,62120.0,56500.0,33720.0,41870.0,77300.0,101890.0,2020
99,U.S.,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,90070.0,61900.0,55690.0,36990.0,43720.0,75030.0,98510.0,2020
99,U.S.,21-1093,Social and Human Service Assistants,detailed,399920.0,38230.0,35960.0,24950.0,29220.0,45100.0,56080.0,2020
99,U.S.,21-1094,Community Health Workers,detailed,58670.0,46000.0,42000.0,28010.0,33960.0,54320.0,70790.0,2020
99,U.S.,21-1099,"Community and Social Service Specialists, All Other",detailed,87800.0,49600.0,46770.0,28390.0,35970.0,60470.0,76430.0,2020
99,U.S.,21-2011,Clergy,detailed,52260.0,56560.0,51940.0,28410.0,38110.0,66980.0,89510.0,2020
99,U.S.,21-2021,"Directors, Religious Activities and Education",detailed,19860.0,52660.0,45110.0,25340.0,32830.0,63630.0,93990.0,2020
99,U.S.,21-2099,"Religious Workers, All Other",detailed,8900.0,40070.0,33530.0,22880.0,26870.0,48430.0,65830.0,2020
99,U.S.,23-1011,Lawyers,detailed,658120.0,148910.0,126930.0,61490.0,84450.0,189520.0,,2020
99,U.S.,23-1012,Judicial Law Clerks,detailed,14690.0,63860.0,57510.0,34220.0,43400.0,76140.0,105620.0,2020
99,U.S.,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14570.0,102050.0,97520.0,47580.0,65260.0,131790.0,180910.0,2020
99,U.S.,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,5810.0,76440.0,66130.0,38330.0,47440.0,99870.0,131210.0,2020
99,U.S.,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28550.0,131850.0,141080.0,40270.0,81100.0,174050.0,,2020
99,U.S.,23-2011,Paralegals and Legal Assistants,detailed,332720.0,56610.0,52920.0,32900.0,40640.0,67080.0,85160.0,2020
99,U.S.,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54960.0,52950.0,48820.0,30320.0,37330.0,63360.0,82180.0,2020
99,U.S.,23-2099,"Legal Support Workers, All Other",detailed,45310.0,73320.0,59540.0,32640.0,44330.0,96820.0,140520.0,2020
99,U.S.,25-1011,"Business Teachers, Postsecondary",detailed,79810.0,107270.0,88010.0,39720.0,58350.0,137730.0,202080.0,2020
99,U.S.,25-1021,"Computer Science Teachers, Postsecondary",detailed,32230.0,98680.0,85540.0,44240.0,60330.0,124370.0,170270.0,2020
99,U.S.,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,49550.0,86760.0,73650.0,38730.0,53970.0,106580.0,154750.0,2020
99,U.S.,25-1031,"Architecture Teachers, Postsecondary",detailed,6910.0,100820.0,90880.0,45960.0,66990.0,126130.0,178310.0,2020
